match_id,season,date,venue,team1,team2,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_runs,win_by_wickets
897,2022,2022-04-13,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,186,164,Chennai Super Kings,22,0
898,2022,2022-04-12,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,169,149,Chennai Super Kings,20,0
899,2022,2022-04-03,MA Chidambaram Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,139,161,Punjab Kings,0,2
900,2022,2022-04-18,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,173,139,Kolkata Knight Riders,34,0
901,2022,2022-04-19,Sawai Mansingh Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,bat,164,134,Mumbai Indians,30,0
902,2022,2022-04-28,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,160,174,Chennai Super Kings,0,2
903,2022,2022-04-03,M. Chinnaswamy Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,208,165,Rajasthan Royals,43,0
904,2022,2022-04-13,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,176,179,Chennai Super Kings,0,5
905,2022,2022-04-19,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,174,170,Delhi Capitals,4,0
906,2022,2022-04-12,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,150,170,Chennai Super Kings,0,1
907,2022,2022-04-08,Eden Gardens,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,165,183,Sunrisers Hyderabad,0,4
908,2022,2022-04-29,PCA Stadium Mohali,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,138,190,Royal Challengers Bangalore,0,2
909,2022,2022-04-17,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,142,166,Sunrisers Hyderabad,0,6
910,2022,2022-04-20,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,155,163,Rajasthan Royals,0,9
911,2022,2022-04-06,Arun Jaitley Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,155,157,Rajasthan Royals,0,7
912,2022,2022-04-15,Sawai Mansingh Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,148,149,Royal Challengers Bangalore,0,3
913,2022,2022-04-20,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,165,167,Mumbai Indians,0,4
914,2022,2022-04-14,Arun Jaitley Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,148,150,Sunrisers Hyderabad,0,6
915,2023,2023-04-21,PCA Stadium Mohali,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,138,173,Royal Challengers Bangalore,0,4
916,2023,2023-04-24,PCA Stadium Mohali,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,158,170,Sunrisers Hyderabad,0,6
917,2023,2023-04-21,Rajiv Gandhi Intl Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,165,147,Punjab Kings,18,0
918,2023,2023-04-25,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,165,133,Royal Challengers Bangalore,32,0
919,2023,2023-04-05,Sawai Mansingh Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,145,157,Kolkata Knight Riders,0,7
920,2023,2023-04-28,MA Chidambaram Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,152,188,Delhi Capitals,0,3
921,2023,2023-04-13,Sawai Mansingh Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,160,145,Kolkata Knight Riders,15,0
922,2023,2023-04-12,Rajiv Gandhi Intl Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,185,174,Punjab Kings,11,0
923,2023,2023-04-23,Sawai Mansingh Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,179,126,Royal Challengers Bangalore,53,0
924,2023,2023-04-29,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,193,182,Royal Challengers Bangalore,11,0
925,2023,2023-04-12,PCA Stadium Mohali,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,205,108,Royal Challengers Bangalore,97,0
926,2023,2023-04-26,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,197,158,Chennai Super Kings,39,0
927,2023,2023-04-18,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,155,163,Kolkata Knight Riders,0,6
928,2023,2023-04-19,M. Chinnaswamy Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,161,165,Rajasthan Royals,0,7
929,2023,2023-04-29,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,178,171,Royal Challengers Bangalore,7,0
930,2023,2023-04-25,Sawai Mansingh Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,114,177,Royal Challengers Bangalore,0,5
931,2023,2023-04-01,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,169,141,Kolkata Knight Riders,28,0
932,2023,2023-04-25,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,140,179,Chennai Super Kings,0,9
933,2023,2023-04-29,Eden Gardens,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,111,174,Rajasthan Royals,0,3
934,2023,2023-04-25,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,196,161,Chennai Super Kings,35,0
935,2023,2023-04-25,M. Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,135,169,Royal Challengers Bangalore,0,1
936,2023,2023-04-19,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,166,152,Sunrisers Hyderabad,14,0
937,2023,2023-04-18,Eden Gardens,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,156,178,Chennai Super Kings,0,7
938,2023,2023-04-12,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,195,169,Delhi Capitals,26,0
939,2023,2023-04-28,PCA Stadium Mohali,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,220,125,Rajasthan Royals,95,0
940,2023,2023-04-18,MA Chidambaram Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,175,159,Delhi Capitals,16,0
941,2023,2023-04-02,PCA Stadium Mohali,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,151,168,Mumbai Indians,0,6
942,2023,2023-04-24,Wankhede Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,170,144,Punjab Kings,26,0
943,2023,2023-04-25,Rajiv Gandhi Intl Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,158,186,Royal Challengers Bangalore,0,5
944,2023,2023-04-08,PCA Stadium Mohali,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,168,142,Chennai Super Kings,26,0
945,2023,2023-04-07,PCA Stadium Mohali,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,167,185,Royal Challengers Bangalore,0,3
946,2023,2023-04-29,Wankhede Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,168,159,Delhi Capitals,9,0
947,2023,2023-04-13,Eden Gardens,Delhi Capitals,Punjab Kings,Delhi Capitals,field,202,150,Delhi Capitals,52,0
948,2023,2023-04-10,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,167,188,Kolkata Knight Riders,0,4
949,2023,2023-04-10,PCA Stadium Mohali,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,165,170,Rajasthan Royals,0,5
950,2023,2023-04-12,Wankhede Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,201,195,Mumbai Indians,6,0
951,2023,2023-04-05,Eden Gardens,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,194,177,Royal Challengers Bangalore,17,0
952,2023,2023-04-11,PCA Stadium Mohali,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,170,163,Rajasthan Royals,7,0
953,2023,2023-04-03,Arun Jaitley Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,161,151,Rajasthan Royals,10,0
954,2023,2023-04-09,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,174,140,Rajasthan Royals,34,0
955,2023,2023-04-27,Wankhede Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,172,165,Chennai Super Kings,7,0
956,2023,2023-04-16,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,202,136,Mumbai Indians,66,0
957,2023,2023-04-09,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,180,161,Rajasthan Royals,19,0
958,2023,2023-04-12,Rajiv Gandhi Intl Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,178,145,Punjab Kings,33,0
959,2023,2023-04-12,M. Chinnaswamy Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,229,162,Punjab Kings,67,0
960,2023,2023-04-20,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,151,182,Delhi Capitals,0,6
961,2023,2023-04-28,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,157,148,Sunrisers Hyderabad,9,0
962,2023,2023-04-15,PCA Stadium Mohali,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,150,138,Kolkata Knight Riders,12,0
963,2023,2023-04-03,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,173,103,Delhi Capitals,70,0
964,2023,2023-04-16,PCA Stadium Mohali,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,169,122,Punjab Kings,47,0
965,2023,2023-04-25,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,188,158,Chennai Super Kings,30,0
966,2023,2023-04-14,M. Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,166,130,Delhi Capitals,36,0
967,2023,2023-04-21,Wankhede Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,160,149,Sunrisers Hyderabad,11,0
968,2023,2023-04-01,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,188,141,Rajasthan Royals,47,0
969,2023,2023-04-16,PCA Stadium Mohali,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,176,132,Rajasthan Royals,44,0
970,2023,2023-04-01,PCA Stadium Mohali,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,144,130,Kolkata Knight Riders,14,0
971,2023,2023-04-04,PCA Stadium Mohali,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,157,123,Chennai Super Kings,34,0
972,2023,2023-04-16,PCA Stadium Mohali,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,158,171,Chennai Super Kings,0,6
973,2023,2023-04-10,Wankhede Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,175,144,Rajasthan Royals,31,0
974,2023,2023-04-21,PCA Stadium Mohali,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,174,167,Sunrisers Hyderabad,7,0
975,2023,2023-04-13,PCA Stadium Mohali,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,151,187,Delhi Capitals,0,2
976,2023,2023-04-07,Sawai Mansingh Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,174,176,Punjab Kings,0,2
977,2023,2023-04-16,Eden Gardens,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,148,103,Chennai Super Kings,45,0
978,2023,2023-04-04,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,159,147,Rajasthan Royals,12,0
979,2023,2023-04-13,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,176,152,Royal Challengers Bangalore,24,0
980,2023,2023-04-21,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,175,155,Kolkata Knight Riders,20,0
981,2023,2023-04-11,MA Chidambaram Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,175,141,Mumbai Indians,34,0
982,2023,2023-04-23,PCA Stadium Mohali,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,160,151,Rajasthan Royals,9,0
983,2023,2023-04-22,Arun Jaitley Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,203,142,Punjab Kings,61,0
984,2023,2023-04-04,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,153,193,Mumbai Indians,0,4
985,2023,2023-04-08,M. Chinnaswamy Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,155,119,Rajasthan Royals,36,0
986,2023,2023-04-26,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,161,145,Rajasthan Royals,16,0
987,2023,2023-04-20,Eden Gardens,Punjab Kings,Delhi Capitals,Delhi Capitals,field,160,144,Punjab Kings,16,0
988,2023,2023-04-21,Arun Jaitley Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,175,156,Mumbai Indians,19,0
